date,level,x,y,z
2023/03/01 00:06:59,logs_a,{},1677629219.374308,{},[0.12, -0.05, 4.37, 3.7],{},[0.44, 0.43, 10.77, 11.17],{},[-0.18, 0.23, 0.76, 1.32],{},[0.0, 0.0, 0.0, 0.0],{}1677629219.374401
2023/03/01 00:06:59,logs_a,{},1677629219.490013,{},[0.12, -0.05, 4.37, 3.7],{},[0.44, 0.43, 10.77, 11.12],{},[-0.18, 0.23, 0.77, 1.7],{},[0.0, 0.0, 0.0, 0.0],{}1677629219.490113
2023/03/01 00:06:59,logs_a,{},1677629219.6113214,{},[0.12, -0.05, 3.78, 4.37, 4.07],{},[0.44, 0.43, 10.2, 10.77, 11.12],{},[-0.18, 0.22, 1.56, 0.71, 0.03],{},[0.0, 0.0, 0.0, 0.0, 0.0],{}1677629219.611402
2023/03/01 00:06:59,logs_a,{},1677629219.7764955,{},[0.12, -0.05, 4.0, 4.07, -3.62],{},[0.44, 0.43, 10.91, 11.12, 18.86],{},[-0.18, 0.23, 0.74, 0.11, 2.02],{},[0.0, 0.0, 0.0, 0.0, 1.309999942779541],{}1677629219.776596
2023/03/01 00:06:59,logs_a,{},1677629219.8877714,{},[0.12, -0.05, 4.37, 3.7, -3.03],{},[0.44, 0.43, 10.78, 11.12, 19.04],{},[-0.18, 0.22, 0.57, 1.73, 2.26],{},[0.0, 0.0, 0.0, 0.0, 1.309999942779541],{}1677629219.887872
2023/03/01 00:06:59,logs_a,{},1677629219.9977942,{},[0.12, -0.05, 4.37, -3.66],{},[0.44, 0.43, 10.77, 19.08],{},[-0.18, 0.23, 0.78, 2.0],{},[0.0, 0.0, 0.0, 1.309999942779541],{}1677629219.997892
2023/03/01 00:07:00,logs_a,{},1677629220.1711767,{},[0.12, -0.05, 4.37, 4.45, -3.7],{},[0.44, 0.43, 10.76, 10.99, 19.16],{},[-0.18, 0.23, 0.89, 0.54, 2.91],{},[0.0, 0.0, 0.0, 0.0, 1.309999942779541],{}1677629220.171323
2023/03/01 00:07:00,logs_a,{},1677629220.2808576,{},[0.12, -0.05, 4.0, 3.7, -3.1],{},[0.44, 0.43, 10.9, 11.15, 19.51],{},[-0.18, 0.23, 0.95, 1.51, 1.95],{},[0.0, 0.0, 0.0, 0.0, 1.309999942779541],{}1677629220.280972
2023/03/01 00:07:00,logs_a,{},1677629220.3918653,{},[0.12, -0.05, 4.37, 3.7],{},[0.44, 0.43, 10.78, 11.14],{},[-0.18, 0.22, 0.6, 1.54],{},[0.0, 0.0, 0.0, 0.0],{}1677629220.391971
2023/03/01 00:07:00,logs_a,{},1677629220.5032825,{},[0.12, -0.05, 3.65, 4.37],{},[0.44, 0.43, 8.03, 10.77],{},[-0.19, 0.23, 1.71, 0.8],{},[0.0, 0.0, 0.0, 0.0],{}1677629220.503385
2023/03/01 00:07:00,logs_a,{},1677629220.6670754,{},[0.14, -0.05, 4.37],{},[0.43, 0.43, 10.77],{},[-0.18, 0.23, 0.8],{},[0.0, 0.0, 0.0],{}1677629220.667181
2023/03/01 00:07:00,logs_a,{},1677629220.773981,{},[0.12, -0.05, 4.46, 4.37],{},[0.44, 0.43, 9.97, 10.77],{},[-0.18, 0.22, 1.21, 0.79],{},[0.0, 0.0, 0.0, 0.0],{}1677629220.774064
2023/03/01 00:07:00,logs_a,{},1677629220.8805654,{},[0.12, -0.05, 4.12, 4.37],{},[0.44, 0.43, 10.02, 10.76],{},[-0.19, 0.23, 1.85, 0.85],{},[0.0, 0.0, 0.0, 0.0],{}1677629220.880641
2023/03/01 00:07:00,logs_a,{},1677629220.9867225,{},[0.12, -0.05, 4.37],{},[0.44, 0.43, 10.76],{},[-0.18, 0.23, 0.9],{},[0.0, 0.0, 0.0],{}1677629220.986808
2023/03/01 00:07:01,logs_a,{},1677629221.101289,{},[0.12, -0.05, 4.37, 3.7],{},[0.44, 0.43, 10.78, 11.1],{},[-0.18, 0.23, 0.61, 1.81],{},[0.0, 0.0, 0.0, 0.0],{}1677629221.101476
2023/03/01 00:07:01,logs_a,{},1677629221.3009953,{},[0.12, -0.05, 4.37, 4.07],{},[0.43, 0.43, 10.77, 11.11],{},[-0.19, 0.23, 0.77, 0.59],{},[0.0, 0.0, 0.0, 0.0],{}1677629221.301246
2023/03/01 00:07:01,logs_a,{},1677629221.4742997,{},[0.12, -0.05, 4.0],{},[0.44, 0.43, 10.89],{},[-0.18, 0.23, 0.98],{},[0.0, 0.0, 0.0],{}1677629221.474509
2023/03/01 00:07:01,logs_a,{},1677629221.6035535,{},[0.12, -0.05, 4.37],{},[0.43, 0.43, 10.78],{},[-0.19, 0.22, 0.63],{},[0.0, 0.0, 0.0],{}1677629221.603699
2023/03/01 00:07:01,logs_a,{},1677629221.8022966,{},[0.12, -0.05, 4.37, 3.7],{},[0.44, 0.43, 10.77, 11.17],{},[-0.18, 0.23, 0.8, 1.35],{},[0.0, 0.0, 0.0, 0.0],{}1677629221.802471
2023/03/01 00:07:01,logs_a,{},1677629221.9893274,{},[0.12, -0.05, 4.37, 3.7],{},[0.44, 0.43, 10.78, 11.23],{},[-0.18, 0.23, 0.69, 0.74],{},[0.0, 0.0, 0.0, 0.0],{}1677629221.989560
2023/03/01 00:07:02,logs_a,{},1677629222.114547,{},[0.12, -0.05, 4.37],{},[0.44, 0.43, 10.77],{},[-0.18, 0.23, 0.82],{},[0.0, 0.0, 0.0],{}1677629222.114677
2023/03/01 00:07:02,logs_a,{},1677629222.3026829,{},[0.12, -0.05, 4.37],{},[0.44, 0.43, 10.76],{},[-0.18, 0.22, 0.9],{},[0.0, 0.0, 0.0],{}1677629222.302815
2023/03/01 00:07:02,logs_a,{},1677629222.4743428,{},[0.12, -0.05, 3.37, 4.0],{},[0.44, 0.43, 8.15, 10.9],{},[-0.18, 0.22, 1.71, 0.89],{},[0.0, 0.0, 0.0, 0.0],{}1677629222.474477
2023/03/01 00:07:02,logs_a,{},1677629222.593419,{},[0.12, -0.05, 4.0, 3.7],{},[0.44, 0.43, 10.92, 11.2],{},[-0.18, 0.22, 0.63, 1.08],{},[0.0, 0.0, 0.0, 0.0],{}1677629222.593549
