Time,1677624294.270982{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624294.3785083{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624294.4847522{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624294.5914164{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624294.6972532{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624294.8105807{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624294.9167998{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624295.0210524{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624295.1249983{}0.0267,-0.0024,5.415{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624295.2289958{}0.0267,-0.0024,5.415{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624295.333036{}0.0267,-0.0024,5.415{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624295.4370341{}0.0267,-0.0024,5.415{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
